SA_CodeSANDRE;SA_CodeCAS;SA_Libelle;SA_Statut;SA_Usage_principal;SA_NQECMA;SA_NQEMA;SA_PNEC;SA_DT50;SA_Koc;SA_Gus;SA_Classification;SA_Biocide;SA_RgSiris2018;SA_Solubilite_mgl;SA_HydrolysePH7;SA_DU2015;SA_DU2017;UsageAgricole;Source;MaJ
1749;28044-83-9;Heptachlore époxyde endo trans;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1757;5103-74-2;Chlordane béta;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1758;5566-34-7;Chlordane gamma;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1762;66246-88-6;Penconazole;;Fongicides;;;3.5;;;1.347548271;N Organique;;41;73;stable;0.025997;0.035061721;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1763;30043-49-3;Ethidimuron;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1764;28249-77-6;Benthiocarbe;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1765;69377-81-7;Fluroxypyr;;Herbicides;;;172;51;66;3.723281746;N Organique;;4;6500;TS;0.2;0.268467657;désherbant gazons, céréales, débroussaillant;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1777;639-58-7;Chlorure de triphenyletain;non autorisé;Molluscicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1796;108-62-3;Métaldéhyde;;Molluscicides;;60.6;60.6;4;85;1.246614024;Autre;;18;200;stable;0.35;0.35;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1797;74223-64-6;Metsulfuron méthyle;;Herbicides;;;0.036;32;40;3.609259352;N Organique;;22;2790;stable;0.006;0.004547521;désherbant céréales, prairies, jachères;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1802;26644-46-2;Triforine;non autorisé;Fongicides;;;;;;1.690046667;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1803;2179-25-1;Mercaptodiméthur sulfone;;Métabolites;;;0.01;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1804;2635.10.1;Mercaptodiméthur sulfoxyde;;Métabolites;;;0.01;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1805;16655-82-6;3-hydroxy-carbofuran;;Métabolites;;;0.02;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1806;1646-87-3;Aldicarbe sulfoxyde;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1807;1646-88-4;Aldicarbe sulfoné;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1808;74051-80-2;Séthoxydime;non autorisé;Herbicides;;;;;;1.397940009;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1809;66230-04-4;Esfenvalerate;;Insecticides;;;0.08;;;-2.958214428;T. T+. CMR;;;;;0.011904;0.011468618;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1810;1702-17-6;Clopyralide;;Herbicides;;;1080;11;5;3.437668491;N Organique;;29;7850;stable;0.122167;0.129302678;débroussaillent, désherbant traitements generaux, prairies, grandes cultures;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1811;81412-43-3;Tridémorphe;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1812;67375-30-8;Alpha-cyperméthrine;;Insecticides;;;0.015;;;-1.177500188;T. T+. CMR;;45;0.00397;TS;0.027814;0.024859173;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1813;1918-13-4;Chlorthiamide;non autorisé;Herbicides;;;;;;2.26184311;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1814;83164-33-4;Diflufenicanil;;Herbicides;;0.01;0.01;;;1.165099671;Autre;;26;0.05;stable;0.187349;0.161243749;désherbant céréales et EAJ;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1816;15845-66-6;Fosetyl;;Fongicides;;;590;;;;N Organique;;;;;2.201293;2.004130228;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1819;7704-34-9;Soufre;;Fongicides;;;1.1;30;1950;1.048704966;Autre;;29;0.001;stable;7.732052;9.927018243;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1825;69806-50-4;Fluazifop-butyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1829;25311-71-1;Isofenphos;non autorisé;Insecticides;;;;;;2.658854384;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1830;3397-62-4;Atrazine déisopropyl déséthyl;;Métabolites;;;;;;;;;;;;;;SA mère : Atrazine (herbicide);Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1831;2599.11.3;Simazine-hydroxy;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1832;2163-68-0;2-hydroxy atrazine;;Métabolites;;;;;;;;;;;;;;SA mère : Atrazine (herbicide);Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1833;87237-48-7;Haloxyfop-éthoxyéthyl;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1834;;Dichloropropène-1,3 cis;;Nématicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1835;;Dichloropropène-1,3 trans;;Nématicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1840;52756-22-6;Flamprop-isopropyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1843;24691-80-3;Fenfurame;non autorisé;Fongicides;;;;;;2.472011843;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1844;124-65-2;Diméthylarsinate de sodium;non autorisé;Herbicides;;;0.83;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1848;27304-13-8;Oxychlordane;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1849;7722-84-1;Péroxyde d'hydrogène;;Autres biocides;;;;;;1.410383017;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1850;23135-22-0;Oxamyl;;Insecticides;;;2.68;10;17;2.769551079;T. T+. CMR;;38;148000;inst;1.562801;1.57724235;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1858;1929-77-7;Vernolate;non autorisé;Herbicides;;;;;;1.908562265;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1859;28772-56-7;Bromadiolone;;Rodenticides;;;1.7;;;0.812490814;T. T+. CMR;;49;19;stable;0.001;0.002;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1860;116255-48-2;Bromuconazole;;Fongicides;;;6.1;679;125;5.389303012;Autre;;37;50;stable;0.2004;0.2004;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1861;41483-43-6;Bupirimate;;Fongicides;;;10;63;516;2.316381593;N Organique;;37;22;stable;0.252066;0.258234934;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1862;69327-76-0;Buprofézine;non autorisé;Insecticides;;;;80;1000;1.903089987;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1863;95465-99-9;Cadusafos;non autorisé;Insecticides;;;;;;2.55852107;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1864;55285-14-8;Carbosulfan;non autorisé;Insecticides;;;;;;0.020571987;T. T+. CMR;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1865;2439.01.2;Chinométhionate;non autorisé;Miticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1866;143-50-0;Chlordécone;non autorisé;Insecticides;;;0.000005;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1867;2136-79-0;Chlorthal;non autorisé;Herbicides;;;;154;4;7.433064177;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1868;74115-24-5;Clofentézine;non autorisé;Insecticides;;;5;131;1064;2.06022856;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1869;533-74-4;Dazomet;;Nématicides;;;0.4;;;;N Organique;;40;3600;inst;485;665;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1870;34205-21-5;Diméfuron;non autorisé;Herbicides;;;;;;3.056812637;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1871;76714-88-0;Diniconazole;non autorisé;Fongicides;;;;;;3.194791758;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1873;2104-64-5;EPN;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1874;29973-13-5;Ethiofencarbe;non autorisé;Insecticides;;;;;;3.581767494;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1875;86479-06-3;Hexaflumuron;non autorisé;Insecticides;;;;;;-0.037153357;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1876;78587-05-0;Hexythiazox;;Insecticides;;;0.61;;;0.265479875;N Organique;;50;0.5;TS;0.031176;0.025104711;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1877;138261-41-3;Imidaclopride;;Insecticides;;;0.2;191;225;3.758726659;Autre;;19;610;TS;0.07338;0.07337611;traitement de semences céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1878;55814-41-0;Mépronil;non autorisé;Insecticides;;;;;;1.718407993;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1879;125116-23-6;Metconazole;;Fongicides;;;0.582;133;1116;2.022619963;Autre;;25;30.4;TS;0.086016;0.085837583;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1880;6923-22-4;Monocrotophos;non autorisé;Insecticides;;;;;;4.019610895;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1881;88671-89-0;Myclobutanil;;Fongicides;;;2.4;35;518;1.985162334;N Organique;;44;142;inst;0.061064;0.060827321;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1882;111991-09-4;Nicosulfuron;;Herbicides;;0.035;0.035;19;21;3.424221719;Autre;;28;7500;inst;0.059565;0.05948897;désherbant maïs post-levée;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1883;63284-71-9;Nuarimol;non autorisé;Fongicides;;;;;;3.520878571;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1887;66063-05-6;Pencycuron;;Fongicides;;;3;;;0.34632199;Autre;;45;0.3;TS;0.025997;0.035061721;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1888;608-93-5;Pentachlorobenzene;;Métabolites;;0.007;0.007;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1889;41198-08-7;Profenofos;non autorisé;Insecticides;;;;;;0.587773692;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1890;96489-71-3;Pyridabène;;Insecticides;;;0.0047;;;-1.433952525;T. T+. CMR;;;;;0.1;0.1;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1891;13593-03-8;Quinalphos;non autorisé;Insecticides;;;;;;1.102945588;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1892;122931-48-0;Rimsulfuron;;Herbicides;;;0.009;11;47;2.424260263;Autre;;38;7300;inst;0.015;0.015;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1893;1982-49-6;Siduron;non autorisé;Herbicides;;;;;;2.932938527;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1894;3689-24-5;Sulfotep;non autorisé;Insecticides;;;;;;1.636400398;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1895;112410-23-8;Tébufénozide;non autorisé;Insecticides;;;0.57;;;1.384190433;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1896;119168-77-3;Tébufenpyrad;;Insecticides;;;0.0489;;;0.226577627;Autre;;60;2.61;inst;0.05;0.079149867;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1897;83121-18-0;Téflubenzuron;non autorisé;Insecticides;;;0.0044;;;-0.476798134;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1898;3383-96-8;Téméphos;non autorisé;Insecticides;;;;;;-1.477121255;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1899;107-49-3;TEPP;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1900;116-29-0;Tétradifon;non autorisé;Insecticides;;;;;;4.098436045;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1901;112143-82-5;Triazamate;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1902;64628-44-0;Triflumuron;;Insecticides;;;;;;0.705824012;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1903;34256-82-1;Acétochlore;;Herbicides;;;0.013;13;203;1.885353537;N Organique;;;;;;;Maïs prélevée;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1904;75736-33-3;Diclobutrazol;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1905;119446-68-3;Difénoconazole;;Fongicides;;;0.6;;;0.819640612;Autre;;46;15;inst;0.120347;0.121283556;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1906;114369-43-6;Fenbuconazole;;Fongicides;;;0.7;;;0.607614004;N Organique;;45;3.8;TS;0.039459;0.040465132;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1907;1066-51-9;AMPA;;Métabolites;;452;452;;;;;;;;;;;SA mère : Glyphosate (herbicide);Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1908;57646-30-7;Furalaxyl;non autorisé;Fongicides;;;;;;1.767971487;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1909;72619-32-0;Haloxyfop-P-methyl;non autorisé;Herbicides;;;0.884;60;48;4.123103793;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1910;23560-59-0;Heptenophos;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1911;81405-85-8;Imazaméthabenz-méthyl;non autorisé;Herbicides;;;;;;3.645935915;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1912;139528-85-1;Métosulame;;Herbicides;;;0.079;25;166;2.488182115;Autre;;;;;0.025;0.025;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1913;79277-27-3;Thifensulfuron méthyl;;Herbicides;;;0.13;10;28;2.552841969;N Organique;;22;2240;TS;0.033725;0.033956015;désherbant céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1914;82097-50-5;Triasulfuron;;Herbicides;;;0.0068;;;3.57524164;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1923;7286-69-3;Sébuthylazine;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1929;3567-62-2;1-(3,4-dichlorophenyl)-3-methyl-uree;;Métabolites;;;0.2;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1930;155998;3,4-dichlorophenyluree;;Métabolites;;;0.2;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1932;99-88-7;4-Isopropylaniline;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1935;28159-98-0;Irgarol;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1936;1461-25-2;Tétrabutylétain;;Molluscicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1937;132-66-1;Naptalame;non autorisé;Herbicides;;;;;;0.764648182;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1939;104040-78-0;Flazasulfuron;;Herbicides;;;0.07;10;65;2.187086643;N Organique;;38;2100;inst;0.05;0.05;désherbant EAJ;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1940;142459-58-3;Thiafluamide;non autorisé;Herbicides;;;1.2;33;202;2.573347569;N Organique;;12;56;TS;0.346794;0.29266785;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1941;1689-99-2;Bromoxynil octanoate;non autorisé;Herbicides;;;0.25;;;0.929501001;T. T+. CMR;;59;0.03;inst;0.32917;0.394564388;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1942;3861-47-0;Ioxynil octanoate;non autorisé;Herbicides;;;0.11;;;1.508638306;T. T+. CMR;;;;;0.36;0.469858546;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1943;579-66-8;2,6-Diethylaniline;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1944;53250-83-2;2-chloro-4-méthyl sulfonyl benzoique acide;;Métabolites;;;5.1;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1945;141112-29-0;Isoxaflutole;;Herbicides;;;0.1;;;;N Organique;;59;6.2;inst;0.099728;0.099719172;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1949;51218-49-6;Pretilachlore;non autorisé;Herbicides;;;;;;1.528522562;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1950;143390-89-0;KRESOXIM-METHYL;;Fongicides;;;0.24;;;1.732314398;N Organique;;52;2;stable;0.098;0.097716788;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1951;131860-33-8;AZOXYSTROBINE;;Fongicides;;;0.95;21;423;1.816279271;T. T+. CMR;;29;6.7;TS;0.250435;0.247585853;fongicide EAJ, céréales et légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1952;42874-03-3;Oxyfluorfène;;Herbicides;;;0.00018;;;-0.36396281;Autre;;53;0.116;inst;1.435362;1.417346896;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1953;79538-32-2;TEFLUTHRINE;;Insecticides;;;0.000397;;;-0.083852454;Autre;;50;0.02;stable;0.171038;0.170638922;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1954;66753-07-9;Terbuthylazine hydroxy;non autorisé;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1965;3337-71-1;asulame;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1966;3347-22-6;dithianon;;Fongicides;;;1.3;;;0.948114029;N Organique;;53;0.14;inst;0.966587;0.965752135;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1967;72490-01-8;Fenoxycarbe;;Insecticides;;;0.00016;;;1.006295951;N Organique;;50;7.9;TS;0.147399;0.147286796;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1968;73250-68-7;mefenacet;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1969;15302-91-7;mepiquat;;Régulateurs de croissances;;;260;;;;N Organique;;16;5000000;TS;0.698439;0.699342974;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1970;50594-66-6;acifluorfen;non autorisé;Herbicides;;;;;;3.372834755;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1971;732-11-6;phosmet;;Insecticides;;;0.32;;;0.383803233;N Organique;;55;15.2;inst;0.719126;0.716226927;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1972;111479-05-1;propaquizafop;;Herbicides;;;1.9;;;1.092961791;Autre;;50;0.63;stable;0.129229;0.150565805;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1973;66441-23-4;fénoxaprop-éthyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1974;59756-60-4;fluridone;non autorisé;Herbicides;;;;;;1.322219295;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1975;39148-24-8;fosetyl-aluminium;non autorisé;Fongicides;;;590;;;;Autre;;29;110000;TS;2.846749;2.004130228;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1976;42509-80-8;isazofos;non autorisé;Insecticides;;;;;;2.899197184;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2007;71751-41-2;Abamectin;;Insecticides;;;0.0163;;;;Autre;;53;1.21;TS;0.018533;0.013178192;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2008;96525-23-4;Flurtamone;;Herbicides;;;0.99;56;329;2.592220378;N Organique;;30;10.5;TS;0.262907;0.26323177;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2009;120068-37-3;Fipronil;;Insecticides;;;0.00077;65;727;2.063939473;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2011;2008-58-4;2,6-Dichlorobenzamide;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2012;120923-37-7;Amidosulfuron;;Herbicides;;;0.92;21;36;3.231103984;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2013;84-65-1;Anthraquinone;non autorisé;Antiparasitaire;;;;;;0.445059925;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2014;60207-31-0;Azaconazole;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2015;35575-96-3;Azamétiphos;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2016;13360-45-7;Chlorbromuron;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2017;81777-89-1;Clomazone;;Herbicides;;;2;45;286;2.551954991;Autre;;19;1102;TS;0.099868;0.100700298;désherbant légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2018;99607-70-2;Cloquintocet-mexyl;non autorisé;Herbicides;;;25;;;-0.085585561;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2019;5836-29-3;Coumatétralyle;non autorisé;Antiparasitaire;;;;89;453;2.619788735;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2020;131807-57-3;Famoxadone;;Fongicides;;;0.11;;;0.564757409;N Organique;;;;;0.09;0.09;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2021;14484-64-1;Ferbame;non autorisé;Fongicides;;;;;;1.87382451;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2022;131341-86-1;Fludioxonil;;Fongicides;;;0.5;;;-1.834924725;Autre;;43;1.8;TS;0.41357;0.480234953;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2023;103361-09-7;Flumioxazine;;Herbicides;;;0.004;84;1150;1.807479689;T. T+. CMR;;53;1.79;inst;0.6;0.6;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2024;56425-91-3;Flurprimidol;non autorisé;Régulateurs de croissances;;;;;;1.724298813;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2025;18181-70-9;Iodofenphos;non autorisé;Insecticides;;;;;;0.56957723;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2026;103055-07-8;Lufénuron;non autorisé;Insecticides;;;0.013;;;-0.848426111;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2027;58810-48-3;Ofurace;non autorisé;Fongicides;;;;;;3.424541707;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2028;124495-18-7;Quinoxyfen;;Fongicides;;;0.152;;;-0.70253114;N Organique;;;;;0.144;0.144407706;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2029;83-79-4;Roténone;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2045;30125-63-4;Terbuthylazine désethyl;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
